Title;Price;Area;Rooms;Price per m2;Floor;City_or_District;Province
2 pokoje na parterze - osiedle Zachód;329000;48.4;2;6798;0;stargardzki;zachodniopomorskie
Okazja! 3 pokoje po remoncie, 450m do metra!;799999;49.5;3;16162;7;Warszawa;mazowieckie
Bezczynszowe, słoneczne, rozkładowe;749000;71.0;3;10549;0;wołomiński;mazowieckie
Mieszkanie 32M2, 2 pokoje, balkon;399000;32.0;2;12469;2;wejherowski;pomorskie
Piękny APARTAMENT! Widok na zieleń! DUŻY TARAS;767000;69.75;3;10996;2;Katowice;śląskie
Atrakcyjne 3 pokoje, oddanie marzec 2025;995000;68.0;3;14632;4;Warszawa;mazowieckie
3 pokoje, 56,88 m2, balkon, do remontu!;239000;56.88;3;4202;3;Bytom;śląskie
Bliskie Jagodno, 2016 rok, gustownie wykończone!;719000;55.4;3;12978;3;Wrocław;dolnośląskie
Klimatyczne mieszkanie na Starym Mieście;955000;50.12;3;19054;4;Warszawa;mazowieckie
2- (lub nawet 3-) pokojowe mieszkanie blisko PKP;299000;55.25;2;5412;2;starogardzki;pomorskie
Cicha przystań w centrum miasta;2460000;125.8;4;19555;6;Olsztyn;warmińsko-mazurskie
3-pokojowe mieszkanie 66m2 + balkon Bezpośrednio;1111703;66.41;3;16740;2;Warszawa;mazowieckie
Słoneczny Łąkoszyn mieszkanie2-pokojowe z balkonem;308125;42.5;2;7250;1;kutnowski;łódzkie
Okolice Alei Pracy Balkon/Piwnica/Inwestycja;505000;47.0;3;10745;8;Wrocław;dolnośląskie
Nowoczesne 2-pokojowe mieszkanie 42,14 m²;599000;42.14;2;14215;1;pruszkowski;mazowieckie
M4 Górna ul. Karpacka III piętro blok - dobra cena;319000;47.1;3;6773;3;Łódź;łódzkie
Fale Bałtyku | C21 | Słoneczne 2 pokoje z BALKONEM;409800;40.98;2;10000;2;kołobrzeski;zachodniopomorskie
3 Pokojowy Apartament, Ogródek, Wysoki Standard!;619000;65.0;3;9523;0;Sosnowiec;śląskie
Fale Bałtyku | B19 | 4 pokoje | 3 STRONY ŚWIATA;649488;77.32;4;8400;3;kołobrzeski;zachodniopomorskie
3 Pokojowe Mieszkanie Gdynia Oksywie;420000;45.88;3;9154;3;Gdynia;pomorskie
2 Pokoje/Atrakcyjna Cena/Super Lokalizacja;629000;43.0;2;14628;2;Warszawa;mazowieckie
Super kawalerka do przerobienia na 2 pokoje parter;259000;46.0;1;5630;0;starogardzki;pomorskie
3 pok. na pierwszym piętrze, z dużym balkonem;514398;69.41;3;7411;1;Częstochowa;śląskie
Przestronne Mieszkanie Z Tarasem Woronicza Park;1049000;67.3;2;15587;3;Warszawa;mazowieckie
M4 Koluszki bezpośrednio;370000;60.51;3;6115;3;wschodni;łódzkie
Mieszkanie Z Potencjałem W Kamienicy;949000;64.88;2;14627;3;Warszawa;mazowieckie
Przestronne Trzy Pokoje W Centrum Warszawy;1530000;68.19;3;22437;2;Warszawa;mazowieckie
Funkcjonalne Mieszkanie W Pobliżu Metra Młynów;765000;48.0;3;15938;10;Warszawa;mazowieckie
W razie pytań dzwonić 8-22, także w weekendy;750000;94.01;3;7978;3;Szczecin;zachodniopomorskie
Mieszkanie Z Dużym Balkonem, Do Wprowadzenia, Z D;998000;49.0;2;20367;2;Warszawa;mazowieckie
3 pokoje|garderoba|loggia|klimatyzacja|nowe;1190000;63.0;3;18889;1;Wrocław;dolnośląskie
Kameliowa 4 | apartament na 1. piętrze | 2_2;750000;77.12;4;9725;1;Lublin;lubelskie
Mieszkanie w Elblągu;420000;60.0;4;7000;1;Elbląg;warmińsko-mazurskie
Oporów, 2 poziomy, WYSOKI STANDARD! 3pokoje!;639000;62.0;3;10306;2;Wrocław;dolnośląskie
Dwa pokoje w Śródmieściu;770000;39.0;2;19744;11;Warszawa;mazowieckie
Mieszkanie 3 pokojowe z garażem;319000;63.1;3;5055;0;wrzesiński;wielkopolskie
Świetna inwestycja! Super mieszkanie!!!;599900;39.0;2;15382;1;Kraków;małopolskie
Dwa pokoje z widokiem na centrum! Osiedle Saska;989000;46.0;2;21500;6;Warszawa;mazowieckie
Promocyjna Cena!!! Super Mieszkanie!!!;531000;34.0;2;15618;2;Kraków;małopolskie
